Small_Avg_Episodic_Reward,Mid_Avg_Episodic_Reward,Large_Avg_Episodic_Reward
,283.5189514,
,261.9916382,
,290.6400452,
,254.6170502,
,265.7333374,
,235.4992523,
,303.9562378,
,226.8695374,
,250.1843872,
,261.8840637,
,253.1680756,
,284.3289185,
,-258.9747314,
,-346.7153015,
,264.8935547,
,268.1777649,
,268.5188904,
,261.7938538,
,212.8462219,
,46.97715378,
,245.5167236,
,225.1907501,
,277.3546143,
,272.3614807,
,257.8389587,
,240.4664612,
,-2.897626162,
,295.3295593,
,304.4958191,
,282.182373,
,277.0396729,
,-16.09413719,
,287.2980042,
,226.7370911,
,310.0621948,
,206.4567566,
,238.4004974,
,255.679657,
