Batch_Size_24,Batch_Size_32,Batch_Size_64,Batch_Size_128
265.3200684,246.2927704,254.490532,250.5935135
128.7198639,298.2816467,252.7141953,259.9653244
247.7111206,104.9756012,262.0279541,252.8074341
244.0619659,289.7528381,137.7591219,289.0056763
277.2093811,219.6018829,164.0906678,281.6413727
251.1975708,245.1597595,-93.17481995,260.4955368
232.1579285,243.0847473,227.7347641,246.6202317
239.9714661,229.7415924,-48.54554745,266.7984238
-8.516464233,293.3021851,142.3141962,238.9049454
197.0014648,263.2698059,244.167656,262.4007569
200.16539,261.9572449,22.60167695,128.9195285
298.6671143,259.6356812,288.6210785,261.540062
238.0364227,231.4793091,157.195528,275.47081
113.2387238,124.432663,241.0469666,239.0105591
244.6278534,234.0088348,53.5260849,32.67711635
259.1540222,230.7363281,268.2863465,-36.9846573
259.9577026,225.5982208,31.81279755,132.4318124
290.4942322,298.1081848,290.8301697,39.0447159
264.6158142,257.4653931,226.1156235,-14.06814575
287.0392761,320.4090576,254.6352082,-4.1635971
-4.73802948,236.6825867,238.4036331,145.8281822
277.9671631,258.1563721,257.4868927,270.386322
263.4963989,-491.0130615,103.7206383,66.0235596
249.5819397,-131.7602997,108.779974,29.7894592
237.6203308,130.0363159,261.1459808,272.3223419
279.7484436,242.9708252,254.0497208,121.3553372
206.9611664,-140.4717712,130.9049645,251.9871979
272.7081299,216.8004913,148.1333837,261.5353699
301.3745422,267.2309875,34.2472229,255.7119065
200.3563385,239.2363129,292.5587769,285.3434754
297.3651733,284.3946228,220.5074921,-5.65696764
234.1655426,258.7117615,209.1422272,173.7085762
6.000285149,285.8044434,-5.913135052,163.0641403
32.93116379,254.266037,-47.72966766,223.0497818
224.1938324,255.1194458,232.3258972,236.4420166
269.9768982,270.2564087,-53.26110077,-51.65250969
234.7997894,162.5970306,221.6648254,245.6670151
207.1438446,249.4520264,237.2094421,275.6106415
,271.1405334,262.0217896,230.7365036
,209.444458,246.2654877,48.7937393
,255.2078552,218.4520874,209.4572754
,235.029953,-164.3373871,139.4195878
,-263.1078491,-42.43733978,274.5939713
,253.8645782,5.811106682,252.088234
,273.6507874,61.40727997,84.67448805
,242.6680145,-6.517186642,266.7727356
,237.6382141,248.9607849,244.3875122
,284.4498901,302.5920105,237.7193299
,244.6266632,274.2442627,144.7792883
,299.5041199,-45.00444031,-15.6417389
,269.5551147,177.4620209,110.7378507
,248.4587555,287.4036255,261.937233
,274.8911438,41.908741,267.3245545
,,184.6968231,269.2996674
,,41.83462524,-6.6477203
,,279.4572449,265.0149155
,,134.6484375,61.3034973
,,262.5948181,275.043808
,,271.0190125,-236.5129471
,,280.9795532,294.6842194
,,190.781601,-38.6722565
,,45.99787521,-128.608944
,,-2.842699766,101.3190003
,,2.460267782,268.8810883
,,275.3978882,242.6647568
,,148.0494537,274.377182
,,239.1754761,-238.0217438
,,275.35672,-190.7089386
,,275.5245056,270.4337769
,,13.9012413,-97.04762268
,,-18.18902779,-29.75827408
,,21.70185471,271.6450806
,,-11.04570866,245.9792938
,,193.5067291,-366.0099792
,,-276.1997986,-24.87828064
,,-32.17204666,-232.4882813
,,180.4762573,274.8082886
,,209.3312378,225.3375854
,,283.8945618,-237.1408386
,,192.1348572,288.4195557
,,11.41288757,294.5228577
,,241.0854645,281.073822
,,-33.18184662,245.2834015
,,260.7580566,-100.8841476
,,0.41149196,267.4215393
,,241.1634674,262.7209778
,,263.7197571,265.2921753
,,260.3322754,-222.2893219
,,289.6195068,267.1585693
,,257.3920593,-226.5462189
,,251.8006897,245.0809631
,,272.1239929,228.1152649
,,257.7843933,278.0895081
,,261.0541077,252.0954437
,,-6.472626209,-21.66627884
,,242.8334351,-137.3002014
,,-4.014759064,300.3373718
,,178.7858429,267.2129211
,,0.566209257,278.8427734
,,224.3725586,260.2766418
,,251.5993195,267.2536621
,,266.7149048,37.63594055
,,233.023819,-164.2838898
,,268.6026001,259.4919128
,,249.7894897,-297.5669861
,,269.0816345,257.2102966
,,255.7945251,-37.15653229
,,244.6941833,47.41095352
,,49.72915649,237.4806671
,,230.3903046,278.5644531
,,197.9470673,14.89674282
,,249.2130432,253.8447418
,,56.85308075,254.7935638
,,260.7911987,242.4325409
,,245.9168091,262.0957642
,,239.1600952,268.9608154
,,251.2537537,258.2633362
,,20.16445923,249.7314911
,,250.2388458,51.734272
,,-59.52928162,294.9918518
,,53.81554031,298.7347717
,,250.0506744,-166.8006439
,,203.3963623,31.75062752
,,25.616436,275.4581299
,,60.68039703,37.86033249
,,187.6464233,-68.25592804
,,50.9409523,167.8295441
,,147.6357117,257.7321777
,,166.7789001,-2.940307856
,,-59.53860474,287.3851013
,,292.911438,-3.509917259
,,239.6410217,289.7843933
,,276.7659302,268.1313477
,,249.3937225,-210.610672
,,261.6544189,285.8621826
,,-102.9303741,296.7717285
,,265.3762512,241.6614532
,,281.7909241,-204.0023956
,,270.5081787,267.0007935
,,198.8131714,315.7084045
,,263.2712097,252.3585052
,,294.7746887,245.8645172
,,257.5554504,18.259058
,,-610.9533081,-152.7453461
,,-329.9619141,270.6075745
,,237.0334473,274.8992615
,,257.0211487,263.800354
,,281.5977478,-6.748860359
,,263.0778503,278.3614197
,,-336.3242493,-4.010281086
,,-225.1969452,274.3774719
,,-387.1384277,-90.25971985
,,243.3869934,-156.3632507
,,-35.3606987,-88.8498764
,,274.4553528,262.0725708
,,27.24702263,273.905426
,,-323.508728,285.3915405
,,259.2669983,258.955719
,,35.99203491,254.2117767
,,-226.6070862,-15.14180183
,,-132.489563,-89.95800018
,,-356.0624084,-83.14826965
,,259.642334,274.2316284
,,235.953125,268.7011414
,,268.6993103,-201.2670288
,,40.38303375,263.6358643
,,244.2509918,275.0322571
,,237.304657,245.1963654
,,259.6071167,261.09198
,,-278.2215271,-175.7218628
,,292.5055542,246.3378296
,,276.203949,202.359726
,,33.55485916,290.5411682
,,266.8014221,281.0010986
,,57.05187988,281.803833
,,267.7015686,49.18884659
,,250.7560883,282.5334473
,,244.5894775,251.0343781
,,275.6317444,278.0734558
,,-297.0783691,277.9778137
,,304.7242126,39.57849121
,,266.377533,27.36422729
,,292.0603638,269.2234192
,,-55.39785767,-195.8776855
,,-182.4042511,277.807251
,,247.5690765,225.5395508
,,-322.5074463,-60.54108047
,,237.297226,284.3716736
,,-51.14837265,279.0278015
,,303.9015503,279.355011
,,217.6931152,-245.1698914
,,306.69104,267.0159302
,,-341.8475952,275.649353
,,250.6463928,270.2893677
,,-142.6804657,243.3213806
,,191.9078979,231.5396881
,,280.2202148,-122.0104065
,,-189.1739349,-234.6657562
,,267.4077759,198.0398254
,,262.5093994,-194.3505707
,,89.58640289,253.7454529
,,242.7802582,218.4725494
,,-760.6923828,-116.4855423
,,249.5813599,-47.49497604
,,286.0791016,218.2105408
,,178.4298401,233.4491577
,,250.3773499,222.4304504
,,-47.81945419,-235.7085266
,,252.7037964,-141.261673
,,290.6441345,-14.85558891
,,282.6115112,222.1176758
,,262.190155,280.1307068
,,275.7567139,-206.6074677
,,291.6582642,225.868454
,,289.747406,247.5419464
,,290.8435669,287.2539978
,,231.5803223,-293.4103394
,,263.4610901,219.4845276
,,284.2887268,224.9412994
,,271.8978882,236.5233917
,,248.6765594,268.7103271
,,-321.9030151,-337.3479004
,,234.4351654,282.4471436
,,216.3504486,-139.1305542
,,266.0703125,-150.5679169
,,283.9702148,234.5750275
,,22.10171509,239.9316254
,,266.5663147,269.684967
,,254.0478668,-11.16170025
,,2.136083603,-153.5034027
,,8.220204353,-53.48572922
,,253.3032227,-199.0623474
,,9.908881187,-171.4880981
,,298.172821,33.50252533
,,14.69383621,-212.05159
,,254.5985565,261.0109253
,,26.34309578,262.877594
,,35.69934845,262.1008301
,,280.8807678,261.8934937
,,294.2246094,-447.4474182
,,42.09344864,0.959386826
,,25.44079208,-128.4947968
,,6.406099319,-539.4168701
,,-13.80480862,169.7310333
,,258.5842285,276.0863037
,,286.8710022,-145.2119598
,,214.2445374,-18.39924049
,,306.260437,288.710144
,,265.2643738,263.3522034
,,-74.39701843,281.7168579
,,201.730423,-435.1426697
,,-205.3034821,29.9528389
,,174.9875183,236.9703064
,,283.4854431,211.3162384
,,217.0218506,44.1279335
,,256.6555176,268.9884033
,,236.8657074,-384.4111328
,,257.1719666,265.8840942
,,208.261322,-1.294046402
,,-21.14528656,233.3958282
,,262.1176758,252.2718964
,,243.0518036,282.0209045
,,215.5988159,261.9490967
,,256.0680847,237.6401367
,,271.4966431,-240.12883
,,279.6820984,269.4917908
,,263.355072,252.4709778
,,257.3596802,289.1443481
,,269.9499817,270.5497131
,,239.6226196,-207.5840454
,,247.2311401,261.6358337
,,242.2866669,30.20446396
,,264.5714722,271.4416504
,,297.5580139,278.4691162
,,256.6321411,18.75560379
,,222.6923523,45.47373581
,,260.0863037,270.0793762
,,209.8748474,240.0118866
,,239.2510529,278.5740051
,,254.2337189,-15.61116505
,,282.6428833,32.03625488
,,278.8540649,-157.436142
,,272.7893677,30.83096886
,,270.1871338,3.900832653
,,209.8787384,-330.4177551
,,137.5702057,255.9191132
,,258.2002563,-57.60786057
,,224.5986176,-9.845287323
,,257.1804199,-288.2499084
,,190.6669464,262.9405518
,,249.9279785,279.6116638
,,266.7438354,256.9113464
,,-647.1586304,270.3929138
,,137.3997803,-132.7492218
,,254.3884735,291.1454163
,,257.3277283,295.8599548
,,272.1251221,291.46521
,,264.1102295,293.9058533
,,-245.7291107,-242.5647888
,,272.4844666,238.0873718
,,189.7489166,-66.58844757
,,250.0353851,-251.5844574
,,193.0902863,220.5342865
,,260.3775635,221.1735229
,,247.6173706,224.9990845
,,-518.6853027,249.5855103
,,-291.6723938,-260.6872559
,,-66.55182648,-431.933075
,,261.0911865,-366.8449097
,,195.9493866,242.3395081
,,304.7357483,-440.6795654
,,-10.16850567,-320.4139099
,,-478.5284119,242.1240845
,,-251.1351929,-348.1842346
,,-272.111084,255.7909851
,,46.35222626,240.636322
,,219.4518433,235.625824
,,281.7536316,-54.28348541
,,211.9840393,-18.8375473
,,-64.16014099,-114.3117371
,,286.8635559,-6.735109806
,,-61.82608414,-132.5357361
,,-130.5058594,191.8068848
,,-175.7358246,-24.41801453
,,-397.9749146,233.9265137
,,-702.711853,248.1222382
,,316.0724792,282.0817871
,,246.7174988,267.6808472
,,214.0173035,-1269.415283
,,268.1937866,263.6451721
,,258.6206055,196.4095459
,,229.1817017,243.6771545
,,-98.95808411,305.5082397
,,-42.96822357,-22.38080406
,,247.0175934,270.9580994
,,271.9274902,-47.7518158
,,267.5020752,278.0568542
,,284.7437744,260.033844
,,252.7440033,249.161026
,,275.3898621,275.9891052
,,281.8625793,264.485321
,,-1.721994877,266.6220093
,,267.1281738,-31.57177925
,,-44.4581604,-14.60882187
,,287.7215881,258.8720398
,,-3.677214622,-20.7457962
,,26.21158981,47.3968811
,,253.4403992,266.4752502
,,-556.8271484,274.9928589
,,219.9230347,-291.9655762
,,273.4052429,262.3498535
,,268.0375671,17.02352333
,,266.3843689,276.1778259
,,224.4758606,25.27259445
,,293.5390015,-14.33644485
,,260.561615,23.76523781
,,221.2403259,224.3755798
,,272.6825256,61.64970398
,,270.8345337,278.8721619
,,-13.29816246,264.7967224
,,295.6551819,254.180954
,,282.1821594,-94.15448761
,,-85.30470276,263.1325684
,,57.2077713,264.5942688
,,242.530838,259.9920044
,,281.6253967,250.5773468
,,267.5658569,-223.7815552
,,-323.6851807,279.58255
,,259.8144836,-379.6959839
,,296.696106,265.5315552
,,258.2400818,-207.7731628
,,254.2411346,266.5614014
,,217.9484406,281.5903015
,,245.3225403,-259.2588196
,,230.8587036,260.3544617
,,190.5777435,-82.64455414
,,283.4136963,215.1078491
,,201.7682953,262.263031
,,265.9547119,292.9018555
,,212.8999634,294.5933838
,,262.5589905,240.9264832
,,249.3180237,261.6812439
,,269.016449,289.6427917
,,280.2332153,250.7154236
,,241.8866272,243.4455872
,,-19.31089592,243.2829895
,,276.8260803,297.5123291
,,289.0154419,-88.68795013
,,230.2376099,-430.1201172
,,11.10550213,286.8337708
,,239.5588684,259.8195496
,,15.83449268,-47.23802567
,,247.9240265,298.6395264
,,-526.4209595,252.2991486
,,253.8517151,208.8884888
,,234.3908234,273.8946533
,,262.6036377,240.7531433
,,263.4810181,66.89412689
,,-67.55435944,-0.080368556
,,308.9292603,272.4406128
,,-119.4709091,238.2750092
,,245.193985,215.3976288
,,257.4289856,303.1841431
,,273.2370911,215.9684143
,,250.0090942,220.9365692
,,287.478302,227.3461456
,,276.2178955,16.82404327
,,299.3576965,295.1399841
,,238.3038025,286.6380005
,,278.9515686,218.1749115
,,276.9711304,239.6394653
,,279.0471497,266.2995605
,,264.9278564,253.0740967
,,-133.83255,-11.57247257
,,284.359375,17.30264282
,,270.8253174,270.977356
,,288.3361206,260.6899109
,,252.5973816,265.9763184
,,269.4455872,273.4060364
,,254.3596954,284.2688599
,,277.4565125,278.0431519
,,279.3666382,269.6030579
,,274.2320251,255.9601746
,,102.545372,284.8100281
,,236.2487488,264.9131775
,,259.5788269,261.2025146
,,-145.2672577,284.5943604
,,272.7179565,261.0720215
,,288.2301941,274.1134949
,,308.6942749,270.7087402
,,268.8123474,243.2866364
,,284.2147217,258.7310486
,,19.46119499,254.8056335
,,272.7190857,245.7324677
,,280.3608093,270.6332397
,,250.5965576,265.3548889
,,269.7181396,269.2627563
,,17.39220619,254.7193604
,,255.4989014,277.4495544
,,281.5243835,269.1331177
,,294.7163696,252.955368
,,269.8577271,282.8413391
,,318.1488037,240.5157776
,,244.9816589,291.9279785
,,278.5584717,-647.5754395
,,23.66363907,-541.8918457
,,247.2719421,252.382843
,,,280.490448
,,,242.9108887
,,,303.0485535
,,,292.8992615
,,,289.7714844
,,,252.3461151
,,,296.15625
,,,272.1968994
,,,260.9633179
,,,266.2199707
,,,278.8800964
,,,301.9031677
,,,261.7382507
